premise,hypothesis,label
"In the 1996 Omnibus Continuing Resolution, Congress revised the restrictions on alien assistance by applying the restrictions to all funds received by LSC entities.",Two senators in particular campaigned for a revision of the restrictions.,1
The legal debate after Roe vs.,The legal debate after Roe vs Wade was big.,1
"This morning, no doubt, she would have consulted me on the subject, but she had no chance. ","She would have consulted me on the subject this morning if she'd had the chance, but I should have the opportunity to speak with her tomorrow. ",1
"In the last campaign cycle, Democrats returned $1.",That is a ridiculously low amount.,1
yep specially those intermission movies yep,"Not the intermission movies, though.",0
yeah well i was surprised at the the way they drafted last year they didn't really didn't go for the uh big offensive lineman or the defensive lineman they're going for the skilled positions so quarterbacks they really,It was no surprise to me that they made the draft picks they did last year.,0
"In a low-rise building near the cave entrance is a small ethnographic museum, a place to see displays of local island customs and costumes as you wait a couple of minutes for the guided cave tour to begin.",Admission to the museum is three dollars and is good for a full day.,1
They are coming.,They are not coming. ,0
"Therefore, studies are needed to assess the nominal costs of implementation and any cost offsets that occur.",Costs need to be evaluated ,1
exactly yeah yeah i mean you're you're in Dallas so everybody i can't believe they can uh like in a murder situations they look for juries who don't know anything about the system well or know anything about the the occurrence you'd have to be pretty dense,Dallas has a high murder rate so the jurors in said cases should have knowledge of the legal system.,1
"Casinos thrive not because of the business they do with local customers, but because of the business they do with people from around the country and around the world.",Casinos thrive because of the business with local customers.,0
But Tommy had become serious.,Tommy had realized that the time for fun had ended.,1
"We need to be sure of our going."" But Tuppence, for once, seemed tongue-tied.",Tuppence was shocked.,1
"Cairo, not Thebes, is the focus of today's Egypt.",There are lots of pyramids in Egypt.,1
"Cubists are represented by Picasso (including Mother and Child, from his Blue Period) and Braque.",There are only two famous cubists.,1
"Gradual decadence and increasing gentleness.""",Each house was grander than the last one.,1
"True, during the 1970s and early 1980s macroeconomics suffered a crisis.",Macroeconomics experienced good fortune throughout the 1970s and 1980s. ,0
The main attraction of Kom Ombo is the vibrant color still found on the columns in the Hypostyle Hall.,"With it's drab and plain columns, the Hypostyle hall at Kom Ombo is basically ignored by visitors.",0
"As a result, an estimated four out of five low-income people requiring legal help in our community do not receive it.",Everyone receives the legal help they need regardless of their income.,0
"That is a pity, said John. ",John didn't think it was a pity.,0
President Clinton is rehiring Joycelyn Elders .--Greg Diamond ( Jay D. Majors and Peter Carlin had similar answers.),President Clinton will not be bringing Joycelyn Elders back.,0
The Paris basin is a treasury of national monuments.,Most of France's national monuments are in Paris.,1
Any archaeological finds (and they are rare) must be handed in to the Comandancia de Marina.,It's so rare that any archaeological  are made that there are only one or two items handed in per year.,1
"I kept it on me all the time wrapped in my leggings, and I cut her, just a little at the throat.",I wanted to cut the woman but couldn't bring myself to do it.,0
"A moderate stroll takes you to Higashiyama's Gion district, Kyoto's main historical center of traditional theater, arts, and (now) antiques.","Kyoto's main historical center of arts, the Higashiyama's Gion district is most popular with tourists.",1
Instruments of worship and ritual illustrate the religious life of the prov?­ince's important Jewish community.,Jews have never lived in the province.,0
